,Brand,Model,Price,Moteur,Energie,Architecture,Cylindrée,Puissance fiscale,Puissance maxi.,Couple maxi.,Boîte à vitesse,Palettes au volant,Conso. ville,Conso. route,Conso. mixte,Emission CO2,Vitesse maxi.,Accélération 0-100 km/h,Catégorie,Carrosserie,Nombre de places,Poids à vide,Longueur,Largeur,Hauteur,Empattement,Volume du réservoir,Volume de coffre,Airbags,ABS,ESP,Antipatinage,Aide au freinage d'urgence,Antidémarrage électronique,Aide au démarrage en côte,Sélecteur de mode de conduite,Détection de fatigue,Système d'alerte de franchissement de ligne,Détecteur d'angle mort,Détecteur de sous-gonflage,Fermeture de portes en roulant,Système d'alarme,Phares antibrouillard,Préparation ISOFIX,Climatisation,Système audio,Ordinateur de bord,Start & Stop,Régulateur de vitesse,Régulateur de vitesse adaptatif,Détecteur de pluie,Allumage auto. des feux,Frein à main électrique,Ecran tactile,Instrumentation de bord digitale,Reconnaissance de panneaux,Affichage Tête-Haute,Aide au stationnement,Caméra de recul,Park Assist Auto.,Commandes au volant,Volant réglable,Vitres électriques,Rétroviseurs électriques,Rétroviseurs rabattables électriquement,Coffre électrique,Démarrage mains libres,Sièges électriques,Sièges électriques avec fonction mémoire,Banquette arrière rabattable 1/3-2/3,Système de navigation GPS,Connexion Internet,Bluetooth,Follow-me home,Jantes aluminium,Volant cuir,Feux de jour,Phares à LED,Vitres sur-teintées,Sellerie,Toit,Barres de toit
31,AUDI,A7 Sportback,780.000 DH *   * Prix public,2.0 TDI 204,Diesel,4 cylindres,1.968 cm³,8 cv,204 ch,400 Nm,Automatique S-Tronic 7 rapports à double embrayage,oui,"5,1 l/100 km","4,4 l/100 km","4,7 l/100 km",123 g/km,245 km/h,"8,3 sec.",Luxe / Prestige,Coupé berline,5,1.775 kg,497 cm,191 cm,142 cm,293 cm,73 litre,535 litre,8,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui,oui,non,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,oui,oui,non,non,oui,oui,19 pouces,oui,oui,oui,oui,Cuir,Panoramique ouvrant,non
32,AUDI,A7 Sportback,890.000 DH *   * Prix public,2.0 TDI 204,Diesel,4 cylindres,1.968 cm³,8 cv,204 ch,400 Nm,Automatique S-Tronic 7 rapports à double embrayage,oui,"5,1 l/100 km","4,4 l/100 km","4,7 l/100 km",123 g/km,245 km/h,"8,3 sec.",Luxe / Prestige,Coupé berline,5,1.775 kg,497 cm,191 cm,142 cm,293 cm,73 litre,535 litre,8,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui,oui,oui,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,oui,oui,oui,non,oui,oui,20 pouces,oui,oui,oui,oui,Cuir,Panoramique ouvrant,non
33,AUDI,A7 Sportback,990.000 DH *   * Prix public,3.0 V6 TDI 286 quattro,Diesel,6 cylindres en V,2.967 cm³,12 cv,286 ch,620 Nm,Automatique TipTronic à 8 rapports,oui,"6,3 l/100 km","5,4 l/100 km","5,7 l/100 km",143 g/km,250 km/h,"5,7 sec.",Luxe / Prestige,Coupé berline,5,1.775 kg,497 cm,191 cm,142 cm,293 cm,73 litre,535 litre,8,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui,oui,oui,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,oui,oui,oui,non,oui,oui,20 pouces,oui,oui,oui,oui,Cuir,Panoramique ouvrant,non
34,AUDI,A7 Sportback,1.080.000 DH *   * Prix public,3.0 V6 TDI 286 quattro,Diesel,6 cylindres en V,2.967 cm³,12 cv,286 ch,620 Nm,Automatique TipTronic à 8 rapports,oui,"6,3 l/100 km","5,4 l/100 km","5,7 l/100 km",143 g/km,250 km/h,"5,7 sec.",Luxe / Prestige,Coupé berline,5,1.775 kg,497 cm,191 cm,142 cm,293 cm,73 litre,535 litre,8,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui,oui,oui,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,oui,oui,oui,non,oui,oui,21 pouces,oui,oui,oui,oui,Cuir,Panoramique ouvrant,non
35,AUDI,A8,1.070.000 DH *   * Prix public,3.0 V6 TDI 249 quattro,Diesel,6 cylindres en V,2.967 cm³,12 cv,249 ch,600 Nm,Automatique TipTronic à 8 rapports,oui,"8,1 l/100 km","5,7 l/100 km","6,6 l/100 km",158 g/km,250 km/h,"6,2 sec.",Luxe / Prestige,Limousine,5,2.020 kg,530 cm,195 cm,147 cm,313 cm,82 litre,505 litre,10,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,auto. Quadri-zone,"Radio CD, DVD, SD, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,oui,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,oui,non,oui,oui,oui,oui,19 pouces,oui,oui,non,oui,Cuir,Rigide,non
36,AUDI,A8,1.200.000 DH *   * Prix public,3.0 V6 TDI 249 quattro,Diesel,6 cylindres en V,2.967 cm³,12 cv,249 ch,600 Nm,Automatique TipTronic à 8 rapports,oui,"8,1 l/100 km","5,7 l/100 km","6,6 l/100 km",158 g/km,250 km/h,"6,2 sec.",Luxe / Prestige,Limousine,5,2.020 kg,530 cm,195 cm,147 cm,313 cm,82 litre,505 litre,10,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,auto. Quadri-zone,"Radio CD, DVD, SD, USB",oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,Avant et Arrière,oui,oui,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,oui,non,oui,oui,oui,oui,20 pouces,oui,oui,oui,oui,Cuir,Ouvrant,non
37,AUDI,A8,1.200.000 DH *   * Prix public,3.0 V6 TDI 249 quattro,Diesel,6 cylindres en V,2.967 cm³,12 cv,249 ch,600 Nm,Automatique TipTronic à 8 rapports,oui,"8,1 l/100 km","5,7 l/100 km","6,6 l/100 km",158 g/km,250 km/h,"6,2 sec.",Luxe / Prestige,Limousine,5,2.020 kg,530 cm,195 cm,147 cm,313 cm,82 litre,505 litre,10,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,auto. Quadri-zone,"Radio CD, DVD, SD, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,oui,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Tous les passagers,oui,non,oui,oui,oui,oui,19 pouces,oui,oui,oui,oui,Cuir,Rigide,non
38,AUDI,A8,1.350.000 DH *   * Prix public,3.0 V6 TDI 249 quattro,Diesel,6 cylindres en V,2.967 cm³,12 cv,249 ch,600 Nm,Automatique TipTronic à 8 rapports,oui,"8,1 l/100 km","5,7 l/100 km","6,6 l/100 km",158 g/km,250 km/h,"6,2 sec.",Luxe / Prestige,Limousine,5,2.020 kg,530 cm,195 cm,147 cm,313 cm,82 litre,505 litre,10,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,auto. Quadri-zone,"Radio CD, DVD, SD, USB",oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,Avant et Arrière,oui,oui,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Tous les passagers,oui,non,oui,oui,oui,oui,20 pouces,oui,oui,oui,oui,Cuir,Ouvrant,non
39,AUDI,Q2,340.000 DH *   * Prix public,1.6 TDI 116,Diesel,4 cylindres,1.598 cm³,6 cv,116 ch,250 Nm,Manuelle 6 rapports,,"4,8 l/100 km","3,6 l/100 km","4,0 l/100 km",110 g/km,201 km/h,"10,3 sec.",4x4 / SUV / Crossover,SUV Urbain,5,1.310 kg,419 cm,179 cm,151 cm,260 cm,50 litre,405 litre,6,oui,oui,oui,oui,oui,oui,non,non,non,non,non,oui,non,non,oui,manuelle,"Radio, USB",oui,non,oui,non,oui,oui,oui,non,non,non,non,Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,non,non,non,non,non,non,oui,oui,16 pouces,oui,oui,oui,non,Tissu,Rigide,non
40,AUDI,Q2,379.000 DH *   * Prix public,2.0 TDI 150 S-Tronic,Diesel,4 cylindres,1.968 cm³,8 cv,150 ch,360 Nm,Automatique S-Tronic 6 rapports à double embrayage,,"6,2 l/100 km","4,8 l/100 km","5,6 l/100 km",147 g/km,216 km/h,"8,4 sec.",4x4 / SUV / Crossover,SUV Urbain,5,1.310 kg,419 cm,179 cm,151 cm,260 cm,50 litre,405 litre,6,oui,oui,oui,oui,oui,oui,non,non,non,non,non,oui,non,non,oui,manuelle,"Radio, USB",oui,oui,oui,non,oui,oui,oui,non,non,non,non,Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,non,non,non,oui,non,non,oui,oui,17 pouces,oui,oui,oui,non,Tissu,Rigide,non
41,AUDI,Q2,416.000 DH *   * Prix public,2.0 TDI 150 S-Tronic,Diesel,4 cylindres,1.968 cm³,8 cv,150 ch,360 Nm,Automatique S-Tronic 6 rapports à double embrayage,,"6,2 l/100 km","4,8 l/100 km","5,6 l/100 km",147 g/km,216 km/h,"8,4 sec.",4x4 / SUV / Crossover,SUV Urbain,5,1.310 kg,419 cm,179 cm,151 cm,260 cm,50 litre,405 litre,6,oui,oui,oui,oui,oui,oui,non,non,non,non,non,oui,non,non,oui,auto.,"Radio, USB",oui,oui,oui,non,oui,oui,oui,non,non,non,non,Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,non,non,oui,non,non,oui,oui,17 pouces,oui,oui,oui,non,Tissu,Panoramique ouvrant,non
42,AUDI,Q2,459.000 DH *   * Prix public,2.0 TDI 150 S-Tronic,Diesel,4 cylindres,1.968 cm³,8 cv,150 ch,360 Nm,Automatique S-Tronic 6 rapports à double embrayage,,"6,2 l/100 km","4,8 l/100 km","5,6 l/100 km",147 g/km,216 km/h,"8,4 sec.",4x4 / SUV / Crossover,SUV Urbain,5,1.310 kg,419 cm,179 cm,151 cm,260 cm,50 litre,405 litre,6,oui,oui,oui,oui,oui,oui,non,non,non,non,non,oui,non,non,oui,auto.,"Radio, USB",oui,oui,oui,non,oui,oui,oui,non,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,non,non,oui,non,non,oui,oui,18 pouces,oui,oui,oui,oui,Cuir,Panoramique ouvrant,non
43,AUDI,Q3,427.000 DH *   * Prix public,2.0 TDI 150,Diesel,4 cylindres,1.968 cm³,8 cv,150 ch,360 Nm,Automatique S-Tronic 7 rapports à double embrayage,,"5,5 l/100 km","4,0 l/100 km","4,6 l/100 km",124 g/km,207 km/h,"9,2 sec.",4x4 / SUV / Crossover,SUV Compact,5,1.580 kg,448 cm,186 cm,162 cm,268 cm,60 litre,530 litre,6,oui,oui,oui,oui,oui,oui,non,non,non,non,non,oui,non,non,oui,manuelle,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,oui,non,non,oui,non,non,oui,oui,17 pouces,oui,oui,non,non,Cuir,Rigide,oui
44,AUDI,Q3,460.000 DH *   * Prix public,2.0 TDI 150,Diesel,4 cylindres,1.968 cm³,8 cv,150 ch,360 Nm,Automatique S-Tronic 7 rapports à double embrayage,,"5,5 l/100 km","4,0 l/100 km","4,6 l/100 km",124 g/km,207 km/h,"9,2 sec.",4x4 / SUV / Crossover,SUV Compact,5,1.580 kg,448 cm,186 cm,162 cm,268 cm,60 litre,530 litre,6,oui,oui,oui,oui,oui,oui,non,non,non,non,non,oui,non,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,non,non,oui,non,non,oui,oui,18 pouces,oui,oui,oui,non,Cuir,Rigide,oui
45,AUDI,Q3,497.000 DH *   * Prix public,2.0 TDI 150,Diesel,4 cylindres,1.968 cm³,8 cv,150 ch,360 Nm,Automatique S-Tronic 7 rapports à double embrayage,,"5,5 l/100 km","4,0 l/100 km","4,6 l/100 km",124 g/km,207 km/h,"9,2 sec.",4x4 / SUV / Crossover,SUV Compact,5,1.580 kg,448 cm,186 cm,162 cm,268 cm,60 litre,530 litre,6,oui,oui,oui,oui,oui,oui,non,non,non,non,non,oui,non,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur,non,oui,non,non,oui,oui,18 pouces,oui,oui,oui,non,Cuir,Rigide,oui
46,AUDI,Q3,570.000 DH *   * Prix public,2.0 TDI 150,Diesel,4 cylindres,1.968 cm³,8 cv,150 ch,360 Nm,Automatique S-Tronic 7 rapports à double embrayage,,"5,5 l/100 km","4,0 l/100 km","4,6 l/100 km",124 g/km,207 km/h,"9,2 sec.",4x4 / SUV / Crossover,SUV Compact,5,1.580 kg,448 cm,186 cm,162 cm,268 cm,60 litre,530 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,non,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,oui,oui,Cuir / Alcantra,Panoramique ouvrant,oui
47,AUDI,Q3 Sportback,489.000 DH *   * Prix public,2.0 TDI 150,Diesel,4 cylindres,1.968 cm³,8 cv,150 ch,360 Nm,Automatique S-Tronic 7 rapports à double embrayage,,"5,5 l/100 km","4,0 l/100 km","4,6 l/100 km",124 g/km,207 km/h,"9,2 sec.",4x4 / SUV / Crossover,SUV Coupé,5,1.735 kg,450 cm,184 cm,157 cm,268 cm,60 litre,530 litre,6,oui,oui,oui,oui,oui,oui,non,non,non,non,non,oui,non,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,non,non,oui,non,non,oui,oui,18 pouces,oui,oui,oui,non,Cuir,Rigide,oui
48,AUDI,Q3 Sportback,510.000 DH *   * Prix public,2.0 TDI 150,Diesel,4 cylindres,1.968 cm³,8 cv,150 ch,360 Nm,Automatique S-Tronic 7 rapports à double embrayage,,"5,5 l/100 km","4,0 l/100 km","4,6 l/100 km",124 g/km,207 km/h,"9,2 sec.",4x4 / SUV / Crossover,SUV Coupé,5,1.735 kg,450 cm,184 cm,157 cm,268 cm,60 litre,530 litre,6,oui,oui,oui,oui,oui,oui,non,non,non,non,non,oui,non,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur,non,oui,non,non,oui,oui,18 pouces,oui,oui,oui,non,Cuir,Rigide,oui
49,AUDI,Q3 Sportback,560.000 DH *   * Prix public,2.0 TDI 150,Diesel,4 cylindres,1.968 cm³,8 cv,150 ch,360 Nm,Automatique S-Tronic 7 rapports à double embrayage,,"5,5 l/100 km","4,0 l/100 km","4,6 l/100 km",124 g/km,207 km/h,"9,2 sec.",4x4 / SUV / Crossover,SUV Coupé,5,1.735 kg,450 cm,184 cm,157 cm,268 cm,60 litre,530 litre,6,oui,oui,oui,oui,oui,oui,non,non,non,non,non,oui,non,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur,non,oui,non,non,oui,oui,18 pouces,oui,oui,oui,non,Cuir,Rigide,oui
50,AUDI,Q3 Sportback,600.000 DH *   * Prix public,2.0 TDI 150,Diesel,4 cylindres,1.968 cm³,8 cv,150 ch,360 Nm,Automatique S-Tronic 7 rapports à double embrayage,,"5,5 l/100 km","4,0 l/100 km","4,6 l/100 km",124 g/km,207 km/h,"9,2 sec.",4x4 / SUV / Crossover,SUV Coupé,5,1.735 kg,450 cm,184 cm,157 cm,268 cm,60 litre,530 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,non,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,oui,non,Cuir / Alcantra,Panoramique ouvrant,oui
51,AUDI,Q5,515.000 DH *   * Prix public,2.0 TDI 136 S-Tronic,Diesel,4 cylindres,1.968 cm³,8 cv,136 ch,320 Nm,Automatique S-Tronic 7 rapports à double embrayage,oui,"4,8 l/100 km","4,6 l/100 km","4,7 l/100 km",126 g/km,195 km/h,"8,1 sec.",4x4 / SUV / Crossover,SUV Compact,5,1.865 kg,466 cm,189 cm,166 cm,282 cm,65 litre,550 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,oui,oui,auto.,"Radio, CD, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,oui,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,non,non,oui,non,non,oui,oui,18 pouces,oui,oui,oui,non,Cuir,Rigide,oui
52,AUDI,Q5,549.000 DH *   * Prix public,2.0 TDI 136 S-Tronic,Diesel,4 cylindres,1.968 cm³,8 cv,136 ch,320 Nm,Automatique S-Tronic 7 rapports à double embrayage,oui,"4,8 l/100 km","4,6 l/100 km","4,7 l/100 km",126 g/km,195 km/h,"8,1 sec.",4x4 / SUV / Crossover,SUV Compact,5,1.865 kg,466 cm,189 cm,166 cm,282 cm,65 litre,550 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,oui,oui,auto. Tri-zone,"Radio, CD, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,oui,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur,non,oui,non,non,oui,oui,18 pouces,oui,oui,oui,non,Cuir,Rigide,oui
53,AUDI,Q5,634.000 DH *   * Prix public,2.0 TDI 136 S-Tronic,Diesel,4 cylindres,1.968 cm³,8 cv,136 ch,320 Nm,Automatique S-Tronic 7 rapports à double embrayage,oui,"4,8 l/100 km","4,6 l/100 km","4,7 l/100 km",126 g/km,195 km/h,"8,1 sec.",4x4 / SUV / Crossover,SUV Compact,5,1.865 kg,466 cm,189 cm,166 cm,282 cm,65 litre,550 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,oui,oui,auto. Tri-zone,"Radio, CD, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,oui,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur,non,oui,non,non,oui,oui,19 pouces,oui,oui,oui,non,Cuir,Panoramique ouvrant,oui
54,AUDI,Q5,510.000 DH *   * Prix public,2.0 TDI 204 quattro,Diesel,4 cylindres,1.968 cm³,8 cv,204 ch,400 Nm,Automatique S-Tronic 7 rapports à double embrayage,oui,"6,1 l/100 km","4,8 l/100 km","5,1 l/100 km",169 g/km,222 km/h,"7,6 sec.",4x4 / SUV / Crossover,SUV Compact,5,1.865 kg,466 cm,189 cm,166 cm,282 cm,65 litre,550 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,oui,oui,auto.,"Radio, CD, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,oui,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,non,non,oui,non,non,oui,oui,18 pouces,oui,oui,oui,non,Cuir,Rigide,oui
55,AUDI,Q5,580.000 DH *   * Prix public,2.0 TDI 204 quattro,Diesel,4 cylindres,1.968 cm³,8 cv,204 ch,400 Nm,Automatique S-Tronic 7 rapports à double embrayage,oui,"6,1 l/100 km","4,8 l/100 km","5,1 l/100 km",169 g/km,222 km/h,"7,6 sec.",4x4 / SUV / Crossover,SUV Compact,5,1.865 kg,466 cm,189 cm,166 cm,282 cm,65 litre,550 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,oui,oui,auto. Tri-zone,"Radio, CD, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,oui,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur,non,oui,non,non,oui,oui,18 pouces,oui,oui,oui,non,Cuir,Rigide,oui
56,AUDI,Q5,653.000 DH *   * Prix public,2.0 TDI 204 quattro,Diesel,4 cylindres,1.968 cm³,8 cv,204 ch,400 Nm,Automatique S-Tronic 7 rapports à double embrayage,oui,"6,1 l/100 km","4,8 l/100 km","5,1 l/100 km",169 g/km,222 km/h,"7,6 sec.",4x4 / SUV / Crossover,SUV Compact,5,1.865 kg,466 cm,189 cm,166 cm,282 cm,65 litre,550 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,oui,oui,auto. Tri-zone,"Radio, CD, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,oui,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur,non,oui,non,non,oui,oui,19 pouces,oui,oui,oui,non,Cuir,Panoramique ouvrant,oui
57,AUDI,Q5,710.000 DH *   * Prix public,2.0 TDI 204 quattro,Diesel,4 cylindres,1.968 cm³,8 cv,204 ch,400 Nm,Automatique S-Tronic 7 rapports à double embrayage,oui,"6,1 l/100 km","4,8 l/100 km","5,1 l/100 km",169 g/km,222 km/h,"7,6 sec.",4x4 / SUV / Crossover,SUV Compact,5,1.865 kg,466 cm,189 cm,166 cm,282 cm,65 litre,550 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,oui,oui,auto. Tri-zone,"Radio, CD, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,oui,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,oui,oui,non,non,oui,oui,19 pouces,oui,oui,oui,oui,Cuir,Panoramique ouvrant,oui
58,AUDI,Q5 Sportback,660.000 DH *   * Prix public,2.0 TDI 204 quattro,Diesel,4 cylindres,1.968 cm³,8 cv,204 ch,400 Nm,Automatique S-Tronic 7 rapports à double embrayage,oui,"6,1 l/100 km","4,8 l/100 km","5,3 l/100 km",180 g/km,222 km/h,"7,6 sec.",4x4 / SUV / Crossover,SUV Coupé,5,1.880 kg,468 cm,189 cm,166 cm,282 cm,65 litre,510 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,oui,oui,auto. Bi-zone,"Radio, CD, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur,non,oui,non,non,oui,oui,19 pouces,oui,oui,oui,non,Cuir,Rigide,oui
59,AUDI,Q5 Sportback,760.000 DH *   * Prix public,2.0 TDI 204 quattro,Diesel,4 cylindres,1.968 cm³,8 cv,204 ch,400 Nm,Automatique S-Tronic 7 rapports à double embrayage,oui,"6,1 l/100 km","4,8 l/100 km","5,3 l/100 km",180 g/km,222 km/h,"7,6 sec.",4x4 / SUV / Crossover,SUV Coupé,5,1.880 kg,468 cm,189 cm,166 cm,282 cm,65 litre,510 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,oui,oui,auto. Tri-zone,"Radio, CD, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,oui,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur,oui,oui,non,non,oui,oui,20 pouces,oui,oui,oui,non,Cuir,Panoramique ouvrant,oui
60,AUDI,Q5 Sportback,830.000 DH *   * Prix public,2.0 TDI 204 quattro,Diesel,4 cylindres,1.968 cm³,8 cv,204 ch,400 Nm,Automatique S-Tronic 7 rapports à double embrayage,oui,"6,1 l/100 km","4,8 l/100 km","5,3 l/100 km",180 g/km,222 km/h,"7,6 sec.",4x4 / SUV / Crossover,SUV Coupé,5,1.880 kg,468 cm,189 cm,166 cm,282 cm,65 litre,510 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,oui,oui,auto. Tri-zone,"Radio, CD, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,oui,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur,oui,oui,non,non,oui,oui,21 pouces,oui,oui,oui,oui,Cuir,Panoramique ouvrant,oui
61,AUDI,Q7,700.000 DH *   * Prix public,3.0 V6 TDI 249,Diesel,6 cylindres en V,2.967 cm³,12 cv,249 ch,600 Nm,Automatique S-Tronic 8 rapports à double embrayage,oui,"7,3 l/100 km","5,7 l/100 km","6,3 l/100 km",140 g/km,225 km/h,"6,9 sec.",4x4 / SUV / Crossover,SUV,5,2.405 kg,506 cm,197 cm,174 cm,300 cm,85 litre,890 litre,8,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,non,oui,auto. Bi-zone,"Radio, USB",oui,non,oui,non,oui,oui,oui,oui,non,non,non,Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,non,oui,non,non,oui,oui,17 pouces,oui,oui,oui,oui,Cuir,Rigide,oui
62,AUDI,Q7,770.000 DH *   * Prix public,3.0 V6 TDI 249,Diesel,6 cylindres en V,2.967 cm³,12 cv,249 ch,600 Nm,Automatique S-Tronic 8 rapports à double embrayage,oui,"7,3 l/100 km","5,7 l/100 km","6,3 l/100 km",140 g/km,225 km/h,"6,9 sec.",4x4 / SUV / Crossover,SUV,5,2.405 kg,506 cm,197 cm,174 cm,300 cm,85 litre,890 litre,8,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,non,oui,auto. Bi-zone,"Radio, USB",oui,non,oui,non,oui,oui,oui,oui,oui,non,non,Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,oui,oui,oui,non,oui,oui,19 pouces,oui,oui,oui,oui,Cuir,Panoramique ouvrant,oui
